NEATFO|7.0.4|
45412|48126|FUTSTK|KOTAKBANK|XX|1127572200|-1|XX|0|FUTSTK|KOTAKBANK|XX|1130596200|-1|XX|0|64510|-3225|3225|-645|935|500|500|5|500|500|5|1|N
45413|48127|FUTSTK|KSCL|XX|1127572200|-1|XX|0|FUTSTK|KSCL|XX|1130596200|-1|XX|0|45615|-2285|2285|-460|460|250|250|5|250|250|5|1|N
45414|48128|FUTSTK|KTKBANK|XX|1127572200|-1|XX|0|FUTSTK|KTKBANK|XX|1130596200|-1|XX|0|12005|-600|600|-120|205|2000|2000|5|2000|2000|5|1|N
45415|48130|FUTSTK|L&TFH|XX|1127572200|-1|XX|0|FUTSTK|L&TFH|XX|1130596200|-1|XX|0|6715|-335|335|-70|110|4000|4000|5|4000|4000|5|1|N
45416|48131|FUTSTK|LICHSGFIN|XX|1127572200|-1|XX|0|FUTSTK|LICHSGFIN|XX|1130596200|-1|XX|0|44075|-2205|2205|-440|705|500|500|5|500|500|5|1|N
45417|48139|FUTSTK|LT|XX|1127572200|-1|XX|0|FUTSTK|LT|XX|1130596200|-1|XX|0|160785|-8040|8040|-1610|2575|125|125|5|125|125|5|1|N
45418|48140|FUTSTK|LUPIN|XX|1127572200|-1|XX|0|FUTSTK|LUPIN|XX|1130596200|-1|XX|0|184555|-9230|9230|-1845|2860|125|125|5|125|125|5|1|N
45419|48141|FUTSTK|M&M|XX|1127572200|-1|XX|0|FUTSTK|M&M|XX|1130596200|-1|XX|0|117265|-5865|5865|-1175|1880|250|250|5|250|250|5|1|N
45420|48142|FUTSTK|M&MFIN|XX|1127572200|-1|XX|0|FUTSTK|M&MFIN|XX|1130596200|-1|XX|0|24005|-1200|1200|-240|290|1000|1000|5|1000|1000|5|1|N
45421|48143|FUTSTK|MARUTI|XX|1127572200|-1|XX|0|FUTSTK|MARUTI|XX|1130596200|-1|XX|0|433120|-21660|21660|-4335|6715|125|125|5|125|125|5|1|N
48143|57182|FUTSTK|MARUTI|XX|1130596200|-1|XX|0|FUTSTK|MARUTI|XX|1133015400|-1|XX|0|435310|-21770|21770|-4355|4355|125|125|5|125|125|5|1|N
45422|48144|FUTSTK|MCLEODRUSS|XX|1127572200|-1|XX|0|FUTSTK|MCLEODRUSS|XX|1130596200|-1|XX|0|16165|-810|810|-165|230|1000|1000|5|1000|1000|5|1|N
45423|48145|FUTSTK|MINDTREE|XX|1127572200|-1|XX|0|FUTSTK|MINDTREE|XX|1130596200|-1|XX|0|137605|-6880|6880|-1380|1380|250|250|5|250|250|5|1|N
45425|48146|FUTSTK|MOTHERSUMI|XX|1127572200|-1|XX|0|FUTSTK|MOTHERSUMI|XX|1130596200|-1|XX|0|28075|-1405|1405|-280|450|750|750|5|750|750|5|1|N
45426|48147|FUTSTK|MRF|XX|1127572200|-1|XX|0|FUTSTK|MRF|XX|1130596200|-1|XX|0|4082625|-204135|204135|-40830|55115|125|125|5|125|125|5|1|N
44575|47961|FUTIDX|NFTYMCAP50|XX|1127572200|-1|XX|0|FUTIDX|NFTYMCAP50|XX|1130596200|-1|XX|0|312985|-9390|9390|-3130|3130|75|75|5|75|75|5|1|N
45427|48148|FUTSTK|NHPC|XX|1127572200|-1|XX|0|FUTSTK|NHPC|XX|1130596200|-1|XX|0|1620|-85|85|-20|20|11000|11000|5|11000|11000|5|1|N
44576|47965|FUTIDX|NIFTY|XX|1127572200|-1|XX|0|FUTIDX|NIFTY|XX|1130596200|-1|XX|0|787520|-23630|23630|-7875|7875|25|25|5|25|25|5|1|N
45428|48149|FUTSTK|NMDC|XX|1127572200|-1|XX|0|FUTSTK|NMDC|XX|1130596200|-1|XX|0|10125|-510|510|-205|105|2000|2000|5|2000|2000|5|1|N
45429|48150|FUTSTK|NTPC|XX|1127572200|-1|XX|0|FUTSTK|NTPC|XX|1130596200|-1|XX|0|12600|-630|630|-130|185|2000|2000|5|2000|2000|5|1|N
45430|48151|FUTSTK|OFSS|XX|1127572200|-1|XX|0|FUTSTK|OFSS|XX|1130596200|-1|XX|0|381110|-19055|19055|-3815|8005|125|125|5|125|125|5|1|N
45431|48152|FUTSTK|OIL|XX|1127572200|-1|XX|0|FUTSTK|OIL|XX|1130596200|-1|XX|0|43660|-2185|2185|-440|440|500|500|5|500|500|5|1|N
45432|48154|FUTSTK|ONGC|XX|1127572200|-1|XX|0|FUTSTK|ONGC|XX|1130596200|-1|XX|0|22995|-1150|1150|-230|230|1000|1000|5|1000|1000|5|1|N
45433|48155|FUTSTK|ORIENTBANK|XX|1127572200|-1|XX|0|FUTSTK|ORIENTBANK|XX|1130596200|-1|XX|0|13045|-655|655|-130|225|1000|1000|5|1000|1000|5|1|N
45434|48156|FUTSTK|PAGEIND|XX|1127572200|-1|XX|0|FUTSTK|PAGEIND|XX|1130596200|-1|XX|0|1297415|-64875|64875|-12975|12975|125|125|5|125|125|5|1|N
45436|48157|FUTSTK|PETRONET|XX|1127572200|-1|XX|0|FUTSTK|PETRONET|XX|1130596200|-1|XX|0|17065|-855|855|-250|170|2000|2000|5|2000|2000|5|1|N
45437|48158|FUTSTK|PFC|XX|1127572200|-1|XX|0|FUTSTK|PFC|XX|1130596200|-1|XX|0|22045|-1105|1105|-220|355|1000|1000|5|1000|1000|5|1|N
45438|48159|FUTSTK|PIDILITIND|XX|1127572200|-1|XX|0|FUTSTK|PIDILITIND|XX|1130596200|-1|XX|0|57245|-2865|2865|-575|575|500|500|5|500|500|5|1|N
45439|48160|FUTSTK|PNB|XX|1127572200|-1|XX|0|FUTSTK|PNB|XX|1130596200|-1|XX|0|13765|-690|690|-140|140|2000|2000|5|2000|2000|5|1|N
45440|48161|FUTSTK|POWERGRID|XX|1127572200|-1|XX|0|FUTSTK|POWERGRID|XX|1130596200|-1|XX|0|12710|-635|635|-130|160|2000|2000|5|2000|2000|5|1|N
